num,OBČINE,LETO,KAZALNIK
47.1,Kanal,2006,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
33.6,Kanal,2006,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
54.595336,Kanal,2007,Indeks delovne migracije
64,Kanal,2007,Indeks delovne migracije za moške
43.6,Kanal,2007,Indeks delovne migracije za ženske
60.1737540009145,Kanal,2007,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
54.0288379983037,Kanal,2007,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
67.3611111111111,Kanal,2007,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
39.826246,Kanal,2007,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
46,Kanal,2007,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
32.6,Kanal,2007,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
53.598234,Kanal,2008,Indeks delovne migracije
63.3,Kanal,2008,Indeks delovne migracije za moške
41.9,Kanal,2008,Indeks delovne migracije za ženske
61.5452538631347,Kanal,2008,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
55.9061488673139,Kanal,2008,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
68.3187560738581,Kanal,2008,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
38.454746,Kanal,2008,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
44.1,Kanal,2008,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
31.7,Kanal,2008,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
55.8,Kanal,2009,Indeks delovne migracije
66,Kanal,2009,Indeks delovne migracije za moške
43.6,Kanal,2009,Indeks delovne migracije za ženske
61.0874704491726,Kanal,2009,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
55.4592720970537,Kanal,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
67.8459937565036,Kanal,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
38.9,Kanal,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
44.5,Kanal,2009,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
32.2,Kanal,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
56.7,Kanal,2010,Indeks delovne migracije
66.4,Kanal,2010,Indeks delovne migracije za moške
45,Kanal,2010,Indeks delovne migracije za ženske
61.9000979431929,Kanal,2010,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
55.834829443447,Kanal,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
69.1810344827586,Kanal,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
38.1,Kanal,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
44.2,Kanal,2010,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
30.8,Kanal,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
57.2,Kanal,2011,Indeks delovne migracije
66.3,Kanal,2011,Indeks delovne migracije za moške
46.4,Kanal,2011,Indeks delovne migracije za ženske
61.3095238095238,Kanal,2011,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
55.6466302367942,Kanal,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
68.082788671024,Kanal,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
38.7,Kanal,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
44.4,Kanal,2011,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
31.9,Kanal,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
56.3,Kanal,2012,Indeks delovne migracije
65.6,Kanal,2012,Indeks delovne migracije za moške
45.5,Kanal,2012,Indeks delovne migracije za ženske
61.9948849104859,Kanal,2012,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
56.315289648623,Kanal,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
68.6252771618625,Kanal,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
38,Kanal,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
43.7,Kanal,2012,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
31.4,Kanal,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
56.3,Kanal,2013,Indeks delovne migracije
65.5,Kanal,2013,Indeks delovne migracije za moške
45.7,Kanal,2013,Indeks delovne migracije za ženske
61.4,Kanal,2013,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
55.3,Kanal,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
68.6,Kanal,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
38.6,Kanal,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
44.7,Kanal,2013,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
31.4,Kanal,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
54.4,Kanal,2014,Indeks delovne migracije
62.9,Kanal,2014,Indeks delovne migracije za moške
44.8,Kanal,2014,Indeks delovne migracije za ženske
62.4,Kanal,2014,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
56.5,Kanal,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
69,Kanal,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37.6,Kanal,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
43.5,Kanal,2014,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
31,Kanal,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
54.6,Kanal,2015,Indeks delovne migracije
62.8,Kanal,2015,Indeks delovne migracije za moške
45,Kanal,2015,Indeks delovne migracije za ženske
62.9,Kanal,2015,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
57.3,Kanal,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
69.4,Kanal,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37.1,Kanal,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
42.7,Kanal,2015,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
30.6,Kanal,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
54.8,Kanal,2016,Indeks delovne migracije
63.8,Kanal,2016,Indeks delovne migracije za moške
44.3,Kanal,2016,Indeks delovne migracije za ženske
63.7,Kanal,2016,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
57.6,Kanal,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
70.7,Kanal,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
36.3,Kanal,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
42.4,Kanal,2016,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
29.3,Kanal,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
54.8,Kanal,2017,Indeks delovne migracije
64.2,Kanal,2017,Indeks delovne migracije za moške
43.8,Kanal,2017,Indeks delovne migracije za ženske
64.9,Kanal,2017,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
58.3,Kanal,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
72.6,Kanal,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
35.1,Kanal,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
41.7,Kanal,2017,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
27.4,Kanal,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
57.1,Kanal,2018,Indeks delovne migracije
68.3,Kanal,2018,Indeks delovne migracije za moške
44,Kanal,2018,Indeks delovne migracije za ženske
65.6,Kanal,2018,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
58.7,Kanal,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
73.6,Kanal,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
34.4,Kanal,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
41.3,Kanal,2018,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
26.4,Kanal,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
55.6,Kanal,2019,Indeks delovne migracije
66.4,Kanal,2019,Indeks delovne migracije za moške
42.7,Kanal,2019,Indeks delovne migracije za ženske
66.7,Kanal,2019,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
60.4,Kanal,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
74.2,Kanal,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
33.3,Kanal,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
39.6,Kanal,2019,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
25.8,Kanal,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
55.4,Kanal,2020,Indeks delovne migracije
67.2,Kanal,2020,Indeks delovne migracije za moške
41.6,Kanal,2020,Indeks delovne migracije za ženske
67.8,Kanal,2020,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
61.2,Kanal,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
75.5,Kanal,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
32.2,Kanal,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
38.8,Kanal,2020,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
24.5,Kanal,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
146.79294,Kidričevo,2000,Indeks delovne migracije
145,Kidričevo,2000,Indeks delovne migracije za moške
148.8,Kidričevo,2000,Indeks delovne migracije za ženske
59.3198450279811,Kidričevo,2000,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
58.1993569131833,Kidričevo,2000,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
60.6116774791474,Kidričevo,2000,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
40.680155,Kidričevo,2000,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
41.8,Kidričevo,2000,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
39.4,Kidričevo,2000,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
160.339573,Kidričevo,2001,Indeks delovne migracije
154,Kidričevo,2001,Indeks delovne migracije za moške
167.7,Kidričevo,2001,Indeks delovne migracije za ženske
57.9451458424031,Kidričevo,2001,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
57.8137651821862,Kidričevo,2001,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
58.0979284369115,Kidričevo,2001,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
42.054854,Kidričevo,2001,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
42.2,Kidričevo,2001,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
41.9,Kidričevo,2001,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
178.470133,Kidričevo,2002,Indeks delovne migracije
158.3,Kidričevo,2002,Indeks delovne migracije za moške
202.9,Kidričevo,2002,Indeks delovne migracije za ženske
56.9832402234637,Kidričevo,2002,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
58.3529411764706,Kidričevo,2002,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
55.3231939163498,Kidričevo,2002,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
43.01676,Kidričevo,2002,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
41.6,Kidričevo,2002,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
44.7,Kidričevo,2002,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
177.420719,Kidričevo,2003,Indeks delovne migracije
154.9,Kidričevo,2003,Indeks delovne migracije za moške
203.2,Kidričevo,2003,Indeks delovne migracije za ženske
57.8435517970402,Kidričevo,2003,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
59.3032462391132,Kidričevo,2003,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
56.1705989110708,Kidričevo,2003,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
42.156448,Kidričevo,2003,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
40.7,Kidričevo,2003,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
43.8,Kidričevo,2003,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
173.902027,Kidričevo,2004,Indeks delovne migracije
149.1,Kidričevo,2004,Indeks delovne migracije za moške
202.4,Kidričevo,2004,Indeks delovne migracije za ženske
59.6283783783784,Kidričevo,2004,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
59.8418972332016,Kidričevo,2004,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
59.3834995466908,Kidričevo,2004,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
40.371622,Kidričevo,2004,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
40.2,Kidričevo,2004,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
40.6,Kidričevo,2004,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
175.846408,Kidričevo,2005,Indeks delovne migracije
146.4,Kidričevo,2005,Indeks delovne migracije za moške
210.1,Kidričevo,2005,Indeks delovne migracije za ženske
60.9413707679604,Kidričevo,2005,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
62.2887864823349,Kidričevo,2005,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
59.375,Kidričevo,2005,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
39.058629,Kidričevo,2005,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
37.7,Kidričevo,2005,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
40.6,Kidričevo,2005,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
164.011098,Kidričevo,2006,Indeks delovne migracije
140.2,Kidričevo,2006,Indeks delovne migracije za moške
191.8,Kidričevo,2006,Indeks delovne migracije za ženske
62.7031311930242,Kidričevo,2006,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
64.4329896907217,Kidričevo,2006,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
60.68669527897,Kidričevo,2006,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37.296869,Kidričevo,2006,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
35.6,Kidričevo,2006,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
39.3,Kidričevo,2006,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
147.09727,Kidričevo,2007,Indeks delovne migracije
131.3,Kidričevo,2007,Indeks delovne migracije za moške
166.6,Kidričevo,2007,Indeks delovne migracije za ženske
65.0134563629373,Kidričevo,2007,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
65.5052264808362,Kidričevo,2007,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
64.4082332761578,Kidričevo,2007,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
34.986544,Kidričevo,2007,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
34.5,Kidričevo,2007,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
35.6,Kidričevo,2007,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
143.853565,Kidričevo,2008,Indeks delovne migracije
131.8,Kidričevo,2008,Indeks delovne migracije za moške
158.4,Kidričevo,2008,Indeks delovne migracije za ženske
65.2793834296725,Kidričevo,2008,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
65.7021877205363,Kidričevo,2008,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
64.7707979626486,Kidričevo,2008,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
34.720617,Kidričevo,2008,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
34.3,Kidričevo,2008,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
35.2,Kidričevo,2008,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
144.6,Kidričevo,2009,Indeks delovne migracije
134.9,Kidričevo,2009,Indeks delovne migracije za moške
155.9,Kidričevo,2009,Indeks delovne migracije za ženske
63.8358390898009,Kidričevo,2009,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
62.9909365558912,Kidričevo,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
64.8197009674582,Kidričevo,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
36.2,Kidričevo,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
37,Kidričevo,2009,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
35.2,Kidričevo,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
163,Kidričevo,2010,Indeks delovne migracije
144.8,Kidričevo,2010,Indeks delovne migracije za moške
183.9,Kidričevo,2010,Indeks delovne migracije za ženske
62.7868852459016,Kidričevo,2010,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
61.5325670498084,Kidričevo,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
64.2290748898678,Kidričevo,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37.2,Kidričevo,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
38.5,Kidričevo,2010,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
35.8,Kidričevo,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
171.3,Kidričevo,2011,Indeks delovne migracije
146,Kidričevo,2011,Indeks delovne migracije za moške
199,Kidričevo,2011,Indeks delovne migracije za ženske
62.3471882640587,Kidričevo,2011,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
61.5264797507788,Kidričevo,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
63.2478632478633,Kidričevo,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37.7,Kidričevo,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
38.5,Kidričevo,2011,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
36.8,Kidričevo,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
161.2,Kidričevo,2012,Indeks delovne migracije
145.8,Kidričevo,2012,Indeks delovne migracije za moške
178.4,Kidričevo,2012,Indeks delovne migracije za ženske
62.9582806573957,Kidričevo,2012,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
61.6493194555645,Kidričevo,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
64.4128113879004,Kidričevo,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37,Kidričevo,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
38.4,Kidričevo,2012,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
35.6,Kidričevo,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
167.8,Kidričevo,2013,Indeks delovne migracije
152.1,Kidričevo,2013,Indeks delovne migracije za moške
185.3,Kidričevo,2013,Indeks delovne migracije za ženske
62.6,Kidričevo,2013,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
60.8,Kidričevo,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
64.6,Kidričevo,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37.4,Kidričevo,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
39.2,Kidričevo,2013,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
35.4,Kidričevo,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
178.7,Kidričevo,2014,Indeks delovne migracije
166.3,Kidričevo,2014,Indeks delovne migracije za moške
192.7,Kidričevo,2014,Indeks delovne migracije za ženske
62.4,Kidričevo,2014,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
60.3,Kidričevo,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
64.7,Kidričevo,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37.6,Kidričevo,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
39.7,Kidričevo,2014,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
35.3,Kidričevo,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
191.6,Kidričevo,2015,Indeks delovne migracije
164.3,Kidričevo,2015,Indeks delovne migracije za moške
222.1,Kidričevo,2015,Indeks delovne migracije za ženske
62.9,Kidričevo,2015,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
60.4,Kidričevo,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
65.7,Kidričevo,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37.1,Kidričevo,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
39.6,Kidričevo,2015,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
34.3,Kidričevo,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
195.8,Kidričevo,2016,Indeks delovne migracije
174.9,Kidričevo,2016,Indeks delovne migracije za moške
218.6,Kidričevo,2016,Indeks delovne migracije za ženske
62.4,Kidričevo,2016,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
59.5,Kidričevo,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
65.7,Kidričevo,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
37.6,Kidričevo,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
40.5,Kidričevo,2016,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
34.3,Kidričevo,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
180.5,Kidričevo,2017,Indeks delovne migracije
171.3,Kidričevo,2017,Indeks delovne migracije za moške
190.4,Kidričevo,2017,Indeks delovne migracije za ženske
63.4,Kidričevo,2017,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
60.6,Kidričevo,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
66.4,Kidričevo,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
36.6,Kidričevo,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
39.4,Kidričevo,2017,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
33.6,Kidričevo,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
177.1,Kidričevo,2018,Indeks delovne migracije
173.4,Kidričevo,2018,Indeks delovne migracije za moške
180.9,Kidričevo,2018,Indeks delovne migracije za ženske
63.3,Kidričevo,2018,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
59.9,Kidričevo,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
66.9,Kidričevo,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
36.7,Kidričevo,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
40.1,Kidričevo,2018,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
33.1,Kidričevo,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
169.3,Kidričevo,2019,Indeks delovne migracije
171.6,Kidričevo,2019,Indeks delovne migracije za moške
166.9,Kidričevo,2019,Indeks delovne migracije za ženske
63.7,Kidričevo,2019,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
60.2,Kidričevo,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
67.4,Kidričevo,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
36.3,Kidričevo,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
39.8,Kidričevo,2019,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
32.6,Kidričevo,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
139.9,Kidričevo,2020,Indeks delovne migracije
164.4,Kidričevo,2020,Indeks delovne migracije za moške
113.3,Kidričevo,2020,Indeks delovne migracije za ženske
65.5,Kidričevo,2020,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
61.1,Kidričevo,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
70.3,Kidričevo,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
34.5,Kidričevo,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
38.9,Kidričevo,2020,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
29.7,Kidričevo,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
58.771374,Kobarid,2000,Indeks delovne migracije
61,Kobarid,2000,Indeks delovne migracije za moške
56.3,Kobarid,2000,Indeks delovne migracije za ženske
54.9081697276757,Kobarid,2000,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
53.421368547419,Kobarid,2000,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
56.5683646112601,Kobarid,2000,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
45.09183,Kobarid,2000,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
46.6,Kobarid,2000,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
43.4,Kobarid,2000,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
57.884856,Kobarid,2001,Indeks delovne migracije
58.3,Kobarid,2001,Indeks delovne migracije za moške
57.4,Kobarid,2001,Indeks delovne migracije za ženske
54.0050062578223,Kobarid,2001,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
