num,STATISTIČNA REGIJA,LETO,KAZALNIK
81,Koroška,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
84.6,Koroška,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
85.8,Koroška,2010,Indeks delovne migracije
85.5,Koroška,2010,Indeks delovne migracije za moške
86.3,Koroška,2010,Indeks delovne migracije za ženske
19.2,Koroška,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
19.5,Koroška,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
18.8,Koroška,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
80.8,Koroška,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
80.5,Koroška,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
81.2,Koroška,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
86.3,Koroška,2011,Indeks delovne migracije
86.7,Koroška,2011,Indeks delovne migracije za moške
85.8,Koroška,2011,Indeks delovne migracije za ženske
19,Koroška,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.9,Koroška,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
19.1,Koroška,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
81,Koroška,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.1,Koroška,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
80.9,Koroška,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
87.4,Koroška,2012,Indeks delovne migracije
87.1,Koroška,2012,Indeks delovne migracije za moške
87.8,Koroška,2012,Indeks delovne migracije za ženske
18.3,Koroška,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.8,Koroška,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
17.7,Koroška,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
81.7,Koroška,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.2,Koroška,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
82.3,Koroška,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
87,Koroška,2013,Indeks delovne migracije
86.5,Koroška,2013,Indeks delovne migracije za moške
87.6,Koroška,2013,Indeks delovne migracije za ženske
18.7,Koroška,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
19.4,Koroška,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
17.8,Koroška,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
81.3,Koroška,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
80.6,Koroška,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
82.2,Koroška,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
87.3,Koroška,2014,Indeks delovne migracije
87.6,Koroška,2014,Indeks delovne migracije za moške
87,Koroška,2014,Indeks delovne migracije za ženske
18.6,Koroška,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.6,Koroška,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
18.5,Koroška,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
81.4,Koroška,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.4,Koroška,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
81.5,Koroška,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
86.1,Koroška,2015,Indeks delovne migracije
86.1,Koroška,2015,Indeks delovne migracije za moške
86.2,Koroška,2015,Indeks delovne migracije za ženske
20.1,Koroška,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
20.3,Koroška,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
19.7,Koroška,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
79.9,Koroška,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
79.7,Koroška,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
80.3,Koroška,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
86.7,Koroška,2016,Indeks delovne migracije
86.9,Koroška,2016,Indeks delovne migracije za moške
86.4,Koroška,2016,Indeks delovne migracije za ženske
20.1,Koroška,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
20.2,Koroška,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
19.9,Koroška,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
79.9,Koroška,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
79.8,Koroška,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
80.1,Koroška,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
87.6,Koroška,2017,Indeks delovne migracije
87.4,Koroška,2017,Indeks delovne migracije za moške
87.8,Koroška,2017,Indeks delovne migracije za ženske
19.3,Koroška,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
19.8,Koroška,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
18.7,Koroška,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
80.7,Koroška,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
80.2,Koroška,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
81.3,Koroška,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
87.6,Koroška,2018,Indeks delovne migracije
87.1,Koroška,2018,Indeks delovne migracije za moške
88.3,Koroška,2018,Indeks delovne migracije za ženske
19.5,Koroška,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
20.4,Koroška,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
18.6,Koroška,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
80.5,Koroška,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
79.6,Koroška,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
81.4,Koroška,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
87.8,Koroška,2019,Indeks delovne migracije
87.2,Koroška,2019,Indeks delovne migracije za moške
88.5,Koroška,2019,Indeks delovne migracije za ženske
19.7,Koroška,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
20.5,Koroška,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
18.6,Koroška,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
80.3,Koroška,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
79.5,Koroška,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
81.4,Koroška,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
87.4,Koroška,2020,Indeks delovne migracije
86.7,Koroška,2020,Indeks delovne migracije za moške
88.1,Koroška,2020,Indeks delovne migracije za ženske
20.6,Koroška,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
21.6,Koroška,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
19.6,Koroška,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
79.4,Koroška,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
78.4,Koroška,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
80.4,Koroška,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
98.7,Savinjska,2009,Indeks delovne migracije
100.7,Savinjska,2009,Indeks delovne migracije za moške
96.2,Savinjska,2009,Indeks delovne migracije za ženske
13.1,Savinjska,2009,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
13.4,Savinjska,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
12.8,Savinjska,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
86.9,Savinjska,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
86.6,Savinjska,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
87.2,Savinjska,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
97.7,Savinjska,2010,Indeks delovne migracije
98.8,Savinjska,2010,Indeks delovne migracije za moške
96.2,Savinjska,2010,Indeks delovne migracije za ženske
14,Savinjska,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
14.6,Savinjska,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
13.3,Savinjska,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
86,Savinjska,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
85.4,Savinjska,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
86.7,Savinjska,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.6,Savinjska,2011,Indeks delovne migracije
97.3,Savinjska,2011,Indeks delovne migracije za moške
95.8,Savinjska,2011,Indeks delovne migracije za ženske
15.1,Savinjska,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
16.1,Savinjska,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
14,Savinjska,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
84.9,Savinjska,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
83.9,Savinjska,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
86,Savinjska,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.4,Savinjska,2012,Indeks delovne migracije
97,Savinjska,2012,Indeks delovne migracije za moške
95.7,Savinjska,2012,Indeks delovne migracije za ženske
15.6,Savinjska,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
16.9,Savinjska,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
14.1,Savinjska,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
84.4,Savinjska,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
83.1,Savinjska,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
85.9,Savinjska,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.5,Savinjska,2013,Indeks delovne migracije
97.3,Savinjska,2013,Indeks delovne migracije za moške
95.5,Savinjska,2013,Indeks delovne migracije za ženske
15.7,Savinjska,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
16.8,Savinjska,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
14.4,Savinjska,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
84.3,Savinjska,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
83.2,Savinjska,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
85.6,Savinjska,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.3,Savinjska,2014,Indeks delovne migracije
97.3,Savinjska,2014,Indeks delovne migracije za moške
95.2,Savinjska,2014,Indeks delovne migracije za ženske
16.2,Savinjska,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
17,Savinjska,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
15.2,Savinjska,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
83.8,Savinjska,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
83,Savinjska,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
84.8,Savinjska,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
97.2,Savinjska,2015,Indeks delovne migracije
98.4,Savinjska,2015,Indeks delovne migracije za moške
95.6,Savinjska,2015,Indeks delovne migracije za ženske
16.2,Savinjska,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
16.8,Savinjska,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
15.5,Savinjska,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
83.8,Savinjska,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
83.2,Savinjska,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
84.5,Savinjska,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.8,Savinjska,2016,Indeks delovne migracije
97.9,Savinjska,2016,Indeks delovne migracije za moške
95.6,Savinjska,2016,Indeks delovne migracije za ženske
16.9,Savinjska,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
17.6,Savinjska,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
16.1,Savinjska,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
83.1,Savinjska,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
82.4,Savinjska,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
83.9,Savinjska,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
95.8,Savinjska,2017,Indeks delovne migracije
96.5,Savinjska,2017,Indeks delovne migracije za moške
94.9,Savinjska,2017,Indeks delovne migracije za ženske
17.8,Savinjska,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.5,Savinjska,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
16.9,Savinjska,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
82.2,Savinjska,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.5,Savinjska,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
83.1,Savinjska,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
95.4,Savinjska,2018,Indeks delovne migracije
95.7,Savinjska,2018,Indeks delovne migracije za moške
95.1,Savinjska,2018,Indeks delovne migracije za ženske
18.3,Savinjska,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
19.6,Savinjska,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
16.8,Savinjska,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
81.7,Savinjska,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
80.4,Savinjska,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
83.2,Savinjska,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
95.6,Savinjska,2019,Indeks delovne migracije
96.1,Savinjska,2019,Indeks delovne migracije za moške
94.9,Savinjska,2019,Indeks delovne migracije za ženske
18.7,Savinjska,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
19.9,Savinjska,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
17.3,Savinjska,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
81.3,Savinjska,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
80.1,Savinjska,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
82.7,Savinjska,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
95.3,Savinjska,2020,Indeks delovne migracije
96.7,Savinjska,2020,Indeks delovne migracije za moške
93.6,Savinjska,2020,Indeks delovne migracije za ženske
20,Savinjska,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
20.7,Savinjska,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
19.1,Savinjska,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
80,Savinjska,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
79.3,Savinjska,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
80.9,Savinjska,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
71.3,Zasavska,2009,Indeks delovne migracije
70.3,Zasavska,2009,Indeks delovne migracije za moške
72.5,Zasavska,2009,Indeks delovne migracije za ženske
38.7,Zasavska,2009,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
40.5,Zasavska,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
36.5,Zasavska,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
61.3,Zasavska,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
59.5,Zasavska,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
63.5,Zasavska,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
70.8,Zasavska,2010,Indeks delovne migracije
70.3,Zasavska,2010,Indeks delovne migracije za moške
71.5,Zasavska,2010,Indeks delovne migracije za ženske
39.9,Zasavska,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
41.2,Zasavska,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
38.5,Zasavska,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
60.1,Zasavska,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
58.8,Zasavska,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
61.5,Zasavska,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
71.3,Zasavska,2011,Indeks delovne migracije
71,Zasavska,2011,Indeks delovne migracije za moške
71.7,Zasavska,2011,Indeks delovne migracije za ženske
40.5,Zasavska,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
41.7,Zasavska,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
39,Zasavska,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
59.5,Zasavska,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
58.3,Zasavska,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
61,Zasavska,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
69.6,Zasavska,2012,Indeks delovne migracije
69.3,Zasavska,2012,Indeks delovne migracije za moške
70.1,Zasavska,2012,Indeks delovne migracije za ženske
40.9,Zasavska,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
42.3,Zasavska,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
39.3,Zasavska,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
59.1,Zasavska,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
57.7,Zasavska,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
60.7,Zasavska,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
69.4,Zasavska,2013,Indeks delovne migracije
68.3,Zasavska,2013,Indeks delovne migracije za moške
70.6,Zasavska,2013,Indeks delovne migracije za ženske
41.3,Zasavska,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
43.1,Zasavska,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
39.4,Zasavska,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
58.7,Zasavska,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
56.9,Zasavska,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
60.6,Zasavska,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
67.8,Zasavska,2014,Indeks delovne migracije
66.4,Zasavska,2014,Indeks delovne migracije za moške
69.4,Zasavska,2014,Indeks delovne migracije za ženske
42.6,Zasavska,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
44.9,Zasavska,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
40.1,Zasavska,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
57.4,Zasavska,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
55.1,Zasavska,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
59.9,Zasavska,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
62.6,Zasavska,2015,Indeks delovne migracije
61.1,Zasavska,2015,Indeks delovne migracije za moške
64.2,Zasavska,2015,Indeks delovne migracije za ženske
48.7,Zasavska,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
51.1,Zasavska,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
45.9,Zasavska,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
51.3,Zasavska,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
48.9,Zasavska,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
54.1,Zasavska,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
60.8,Zasavska,2016,Indeks delovne migracije
58.9,Zasavska,2016,Indeks delovne migracije za moške
62.9,Zasavska,2016,Indeks delovne migracije za ženske
50.3,Zasavska,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
52.8,Zasavska,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
47.4,Zasavska,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
49.7,Zasavska,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
47.2,Zasavska,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
52.6,Zasavska,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
59.8,Zasavska,2017,Indeks delovne migracije
58.1,Zasavska,2017,Indeks delovne migracije za moške
61.7,Zasavska,2017,Indeks delovne migracije za ženske
51.5,Zasavska,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
53.8,Zasavska,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
49,Zasavska,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
48.5,Zasavska,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
46.2,Zasavska,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
51,Zasavska,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
59.2,Zasavska,2018,Indeks delovne migracije
57,Zasavska,2018,Indeks delovne migracije za moške
61.7,Zasavska,2018,Indeks delovne migracije za ženske
52,Zasavska,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
55,Zasavska,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
48.8,Zasavska,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
48,Zasavska,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
45,Zasavska,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
51.2,Zasavska,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
59,Zasavska,2019,Indeks delovne migracije
57,Zasavska,2019,Indeks delovne migracije za moške
61.3,Zasavska,2019,Indeks delovne migracije za ženske
52.5,Zasavska,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
55.3,Zasavska,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
49.4,Zasavska,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
47.5,Zasavska,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
44.7,Zasavska,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
50.6,Zasavska,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
59.8,Zasavska,2020,Indeks delovne migracije
58.3,Zasavska,2020,Indeks delovne migracije za moške
61.5,Zasavska,2020,Indeks delovne migracije za ženske
53.1,Zasavska,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
55.5,Zasavska,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
50.4,Zasavska,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
46.9,Zasavska,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
44.5,Zasavska,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
49.6,Zasavska,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
82.6,Posavska,2009,Indeks delovne migracije
81,Posavska,2009,Indeks delovne migracije za moške
84.7,Posavska,2009,Indeks delovne migracije za ženske
27.3,Posavska,2009,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
30.3,Posavska,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
23.1,Posavska,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
72.7,Posavska,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
69.7,Posavska,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
76.9,Posavska,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
81.8,Posavska,2010,Indeks delovne migracije
78.9,Posavska,2010,Indeks delovne migracije za moške
85.6,Posavska,2010,Indeks delovne migracije za ženske
28.4,Posavska,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
32.3,Posavska,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
23.3,Posavska,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
71.6,Posavska,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
67.7,Posavska,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
76.7,Posavska,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
80.8,Posavska,2011,Indeks delovne migracije
77.9,Posavska,2011,Indeks delovne migracije za moške
84.5,Posavska,2011,Indeks delovne migracije za ženske
